YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W52,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2020-W52,0,,0,0,,FI19,5525292,FI,Age80+,COM,86152
2020-W52,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2020-W52,0,,0,0,,FI1C,5525292,FI,Age80+,COM,75299
2020-W52,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2020-W52,0,,0,0,,FI1D,5525292,FI,Age80+,COM,80207
2020-W52,0,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2020-W52,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2020-W52,0,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2020-W52,0,,0,0,,FI,5525292,FI,Age80+,COM,312406
2020-W52,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2020-W52,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2020-W52,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2020-W52,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2020-W52,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2020-W52,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2020-W52,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2020-W52,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2020-W52,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2020-W52,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2020-W52,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI,5525292,FI,ALL,AZ,4476235
2020-W53,0,,0,0,,FI19,5525292,FI,ALL,AZ,1115634
2020-W53,0,,0,0,,FI20,5525292,FI,ALL,COM,23974
2020-W53,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2020-W53,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2020-W53,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2020-W53,1943,,0,0,,FI1D,5525292,FI,ALL,COM,1030639
2020-W53,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2020-W53,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2020-W53,0,,0,0,,FI19,5525292,FI,ALL,MOD,1115634
2020-W53,482,,0,0,,FI19,5525292,FI,ALL,COM,1115634
2020-W53,0,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2020-W53,0,,0,0,,FI,5525292,FI,ALL,MOD,4476235
2020-W53,0,,0,0,,FI1C,5525292,FI,ALL,AZ,947446
2020-W53,981,,0,0,,FI1C,5525292,FI,ALL,COM,947446
2020-W53,0,,0,0,,FI1C,5525292,FI,ALL,MOD,947446
2020-W53,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2020-W53,5512,,0,0,36075,FI,5525292,FI,ALL,COM,4476235
2020-W53,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2020-W53,0,,0,0,,FI1B,5525292,FI,ALL,MOD,1358542
2020-W53,0,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2020-W53,2101,,0,0,,FI1B,5525292,FI,ALL,COM,1358542
2020-W53,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2020-W53,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2020-W53,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2020-W53,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2020-W53,0,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2020-W53,0,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2020-W53,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2020-W53,69,,0,0,,FI1B,5525292,FI,Age18_24,COM,133131
2020-W53,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2020-W53,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2020-W53,64,,0,0,,FI1D,5525292,FI,Age18_24,COM,99532
2020-W53,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2020-W53,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2020-W53,25,,0,0,,FI1C,5525292,FI,Age18_24,COM,86290
2020-W53,15,,0,0,,FI19,5525292,FI,Age18_24,COM,111748
2020-W53,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2020-W53,0,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2020-W53,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2020-W53,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2020-W53,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2020-W53,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2020-W53,0,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2020-W53,173,,0,0,,FI,5525292,FI,Age18_24,COM,432594
2020-W53,0,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2020-W53,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2020-W53,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2020-W53,0,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2020-W53,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2020-W53,634,,0,0,,FI1C,5525292,FI,Age25_49,COM,334214
2020-W53,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2020-W53,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2020-W53,0,,0,0,,FI20,5525292,FI,Age25_49,COM,9244
2020-W53,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2020-W53,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2020-W53,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2020-W53,0,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2020-W53,3565,,0,0,,FI,5525292,FI,Age25_49,COM,1728083
2020-W53,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2020-W53,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2020-W53,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2020-W53,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2020-W53,322,,0,0,,FI19,5525292,FI,Age25_49,COM,414611
2020-W53,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2020-W53,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2020-W53,1291,,0,0,,FI1B,5525292,FI,Age25_49,COM,611552
2020-W53,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2020-W53,1314,,0,0,,FI1D,5525292,FI,Age25_49,COM,358462
2020-W53,0,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2020-W53,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2020-W53,0,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2020-W53,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2020-W53,0,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2020-W53,0,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2020-W53,227,,0,0,,FI1C,5525292,FI,Age50_59,COM,156381
2020-W53,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2020-W53,0,,0,0,,FI20,5525292,FI,Age50_59,COM,4158
2020-W53,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2020-W53,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2020-W53,0,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2020-W53,0,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2020-W53,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2020-W53,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2020-W53,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2020-W53,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2020-W53,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2020-W53,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2020-W53,98,,0,0,,FI19,5525292,FI,Age50_59,COM,174886
2020-W53,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2020-W53,1278,,0,0,,FI,5525292,FI,Age50_59,COM,724665
2020-W53,548,,0,0,,FI1B,5525292,FI,Age50_59,COM,221373
2020-W53,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2020-W53,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2020-W53,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2020-W53,404,,0,0,,FI1D,5525292,FI,Age50_59,COM,167867
2020-W53,157,,0,0,,FI1D,5525292,FI,Age60_69,COM,187872
2020-W53,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2020-W53,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2020-W53,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2020-W53,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2020-W53,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2020-W53,0,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2020-W53,47,,0,0,,FI19,5525292,FI,Age60_69,COM,181300
2020-W53,190,,0,0,,FI1B,5525292,FI,Age60_69,COM,181690
2020-W53,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2020-W53,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2020-W53,0,,0,0,,FI20,5525292,FI,Age60_69,COM,3838
2020-W53,0,,0,0,,FI,5525292,FI,Age60_69,MOD,716579
2020-W53,489,,0,0,,FI,5525292,FI,Age60_69,COM,716579
2020-W53,0,,0,0,,FI,5525292,FI,Age60_69,AZ,716579
2020-W53,0,,0,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2020-W53,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2020-W53,0,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2020-W53,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2020-W53,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2020-W53,0,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2020-W53,95,,0,0,,FI1C,5525292,FI,Age60_69,COM,161879
2020-W53,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2020-W53,0,,0,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2020-W53,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2020-W53,0,,0,0,,FI19,5525292,FI,Age70_79,MOD,146937
2020-W53,0,,0,0,,FI19,5525292,FI,Age70_79,COM,146937
2020-W53,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2020-W53,4,,0,0,,FI1D,5525292,FI,Age70_79,COM,136699
2020-W53,0,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2020-W53,0,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2020-W53,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2020-W53,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2020-W53,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2020-W53,3,,0,0,,FI1B,5525292,FI,Age70_79,COM,141702
2020-W53,0,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2020-W53,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2020-W53,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2020-W53,0,,0,0,,FI1C,5525292,FI,Age70_79,COM,133383
2020-W53,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2020-W53,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2020-W53,7,,0,0,,FI,5525292,FI,Age70_79,COM,561908
2020-W53,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2020-W53,0,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2020-W53,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2020-W53,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2020-W53,0,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2020-W53,0,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2020-W53,0,,0,0,,FI1D,5525292,FI,Age80+,COM,80207
2020-W53,0,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2020-W53,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2020-W53,0,,0,0,,FI1C,5525292,FI,Age80+,MOD,75299
2020-W53,0,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2020-W53,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2020-W53,0,,0,0,,FI1B,5525292,FI,Age80+,MOD,69094
2020-W53,0,,0,0,,FI1B,5525292,FI,Age80+,COM,69094
2020-W53,0,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2020-W53,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2020-W53,0,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2020-W53,0,,0,0,,FI19,5525292,FI,Age80+,COM,86152
2020-W53,0,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2020-W53,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2020-W53,0,,0,0,,FI,5525292,FI,Age80+,MOD,312406
2020-W53,0,,0,0,,FI,5525292,FI,Age80+,COM,312406
2020-W53,0,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2020-W53,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2020-W53,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2020-W53,0,,0,0,,FI20,5525292,FI,Age80+,COM,1654
2020-W53,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2020-W53,0,,0,0,,FI1C,5525292,FI,Age80+,COM,75299
2020-W53,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2020-W53,0,,0,0,,FI1D,5525292,FI,Age80+,MOD,80207
2020-W53,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2020-W53,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2020-W53,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2020-W53,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2020-W53,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2020-W53,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2020-W53,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2020-W53,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2020-W53,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W01,0,,0,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W01,4659,,0,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W01,0,,0,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W01,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W01,0,,0,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W01,3777,,0,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W01,1,,0,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W01,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W01,0,,0,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W01,4006,,0,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W01,0,,0,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W01,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W01,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W01,0,,0,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W01,0,,0,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W01,0,,0,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W01,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W01,2616,,0,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W01,0,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W01,169,,0,0,,FI20,5525292,FI,ALL,COM,23974
2021-W01,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W01,1,,0,0,,FI,5525292,FI,ALL,MOD,4476235
2021-W01,15252,,0,0,45825,FI,5525292,FI,ALL,COM,4476235
2021-W01,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W01,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W01,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W01,81,,0,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W01,0,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W01,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W01,0,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W01,105,,0,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W01,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W01,0,,0,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W01,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W01,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W01,0,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W01,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W01,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W01,0,,0,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W01,139,,0,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W01,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W01,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W01,0,,0,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W01,529,,0,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W01,0,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W01,195,,0,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W01,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W01,8,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W01,8515,,0,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W01,1737,,0,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W01,0,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W01,2347,,0,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W01,0,,0,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W01,0,,0,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W01,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W01,101,,0,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W01,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W01,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W01,0,,0,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W01,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W01,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W01,0,,0,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W01,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W01,0,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W01,2630,,0,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W01,1681,,0,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W01,0,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W01,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W01,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W01,0,,0,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W01,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W01,0,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W01,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W01,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W01,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W01,0,,0,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W01,3339,,0,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W01,0,,0,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W01,0,,0,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W01,1051,,0,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W01,0,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W01,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W01,40,,0,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W01,1098,,0,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W01,0,,0,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W01,0,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W01,495,,0,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W01,0,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W01,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W01,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W01,0,,0,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W01,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W01,0,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W01,655,,0,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W01,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W01,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W01,0,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W01,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W01,0,,0,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W01,1499,,0,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W01,0,,0,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W01,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W01,0,,0,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W01,359,,0,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W01,0,,0,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W01,424,,0,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W01,0,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W01,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W01,0,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W01,0,,0,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W01,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W01,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W01,20,,0,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W01,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W01,503,,0,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W01,0,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W01,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W01,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W01,188,,0,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W01,0,,0,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W01,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W01,0,,0,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W01,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W01,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W01,16,,0,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W01,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W01,0,,0,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W01,258,,0,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W01,0,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W01,0,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W01,0,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W01,368,,0,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W01,0,,0,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W01,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W01,45,,0,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W01,0,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W01,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W01,0,,0,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W01,0,,0,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W01,49,,0,0,,FI1D,5525292,FI,Age70_79,COM,136699
