YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,968,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,10494,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6469,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,2154,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1575,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,3809,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,78,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,37828,0,174,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,44343,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,82171,0,372,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,85,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,2662,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,24117,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,17430,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,8721,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8111,0,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,67,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,20996,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,39866,0,2269,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,183,0,1,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,51884,0,2121,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,91750,0,4390,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,205,0,1,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,3602,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,29862,0,1159,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,52,0,1,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,18333,0,862,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,7041,0,454,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,7211,0,504,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,25614,0,1311,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W04,13680,0,6128,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,1148,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13284,0,11033,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,2599,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,26964,0,17161,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,3747,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,1271,0,691,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,7512,0,6170,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,1556,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,975,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4480,0,4129,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1652,0,1654,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,609,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,1586,0,1287,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,363,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,10442,0,3187,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W05,5208,0,32029,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,1285,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,382,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11489,0,44225,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,1667,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,16697,0,76254,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,904,0,2619,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,6335,0,24606,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4200,0,16882,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,1577,0,7724,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,1200,0,6759,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1204,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W05,2431,0,17546,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W06,5686,0,36399,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,1728,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,594,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,7730,0,49353,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,9861,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2205,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,3933,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,13416,0,85752,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10455,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,2218,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,587,0,3318,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,4304,0,28371,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,5155,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,1257,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,852,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2798,0,17584,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2470,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,1369,0,6819,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,584,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,307,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,1411,0,6413,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,439,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,2906,0,23167,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,982,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,2371,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,21984,0,19792,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2297,0,1,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,1533,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,4249,0,18771,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29426,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,3904,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,26233,0,38563,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,31723,0,2,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,269,0,1622,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,3583,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,811,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,16710,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2340,0,10454,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,9070,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1603,0,6665,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,508,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,2216,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1429,0,2709,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,69,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,590,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,2685,0,3095,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,17870,0,13988,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,12,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,4602,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,39123,0,5406,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,2684,0,1073,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,51581,0,1,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4309,0,11199,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,1735,0,2574,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4419,0,3647,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,56183,0,1,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,43432,0,16605,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,7013,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,246,0,893,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,121,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,814,0,1540,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,29130,0,1,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,2246,0,6115,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,15313,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,1776,0,4141,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,796,0,957,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,956,0,600,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4355,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1937,0,1652,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,916,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,3645,0,1249,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,226,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,812,0,308,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,33541,0,2505,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,21,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,4479,0,1208,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,82633,0,5445,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,5366,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,47493,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,3224,0,186,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,7060,0,7486,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,7703,0,1394,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,89693,0,12931,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,52859,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,403,0,587,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,5237,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,1620,0,108,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,3110,0,4147,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,26928,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3472,0,2719,0,91260,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,15239,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,1304,0,70,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,1166,0,33,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,4111,0,1266,0,91260,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,4465,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,2378,0,32,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,7063,0,1336,0,91260,AT,8901064,AT,Age70_79,COM,769199
2021-W09,762,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,71459,0,2843,0,91260,AT,8901064,AT,Age80+,COM,474047
2021-W09,139,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W09,935,0,1143,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W10,5240,0,1636,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,92607,0,21502,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,17676,0,11,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,42773,0,4822,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,6152,0,2043,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,57721,0,8,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,135380,0,26324,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,75397,0,19,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,11392,0,3679,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,5060,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,590,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,4817,0,284,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,22948,0,2684,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,3478,0,1147,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,34044,0,7,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,2054,0,817,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,13799,0,1817,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,18501,0,0,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,14587,0,1441,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,10228,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,1890,0,281,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,23742,0,2642,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,2916,0,395,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,6739,0,3,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,434,0,960,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W10,54278,0,17419,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,709,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W11,73244,0,38150,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,23241,0,10,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,15510,0,2343,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,48186,0,26,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,14550,0,4231,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,11963,0,1720,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,71427,0,36,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,87794,0,42381,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,27473,0,4063,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W11,1230,0,88,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,1075,0,262,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,3317,0,2,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,5887,0,946,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,6849,0,2229,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,27719,0,14,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,4784,0,684,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,17100,0,10,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,6357,0,1700,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,10813,0,5,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,12870,0,1849,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,4809,0,506,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,9456,0,1,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,30831,0,3551,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,7449,0,585,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,2972,0,4,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W11,29543,0,32750,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W11,3252,0,1252,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W12,11516,0,2468,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,40974,0,79204,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,30880,0,67,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,15546,0,6784,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,41931,0,23,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,9020,0,1566,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,20536,0,4034,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,72811,0,90,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,56520,0,85988,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,838,0,105,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,999,0,382,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,3270,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,4864,0,732,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,7965,0,3005,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,22951,0,8,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
